icao,name,lon,lat,type,municipality
SDX8,Blue Heliport,-49.256555,-26.849625,heliport,Timbó
SDX9,Ribeiro Gonçalves Airport,-45.210768,-7.581572,small_airport,Ribeiro Gonçalves
SDXA,SAWI Airstrip,-60.004514,4.211866,small_airport,Normandia
SDXD,IBM Tutóia Heliport,-46.649376,-23.579962,heliport,São Paulo
SDXE,Chácara Serradinho Airport,-48.356098,-21.264799,small_airport,Jaboticabal
SDXF,Alto Paraíso Airport,-47.530899,-14.121000,small_airport,Alto Paraíso
SDXH,Gandini Heliport,-47.326833,-23.251475,heliport,Itu
SDXJ,Costa Rica Airport,-53.168135,-18.491283,small_airport,Costa Rica
SDXK,Ticoça Airport,-60.116667,4.413334,small_airport,Uiramutã
SDXN,Parada Havan Heliport,-48.700677,-26.634535,heliport,Barra Velha
SDXP,Guararema Parque Hotel Heliport,-46.020279,-23.423889,heliport,Guararema
SDXR,Fazenda Vaca Mocha Airport,-57.158207,-22.221600,small_airport,Caracol
SDXS,Mar Gírios Heliport,-46.705833,-23.594168,heliport,São Paulo
SDXV,Magazine Luiza Heliport,-46.992222,-23.117222,heliport,Louveira
SDXW,Fazenda Sombra da Serra Airport,-55.133827,-18.996412,small_airport,Rio Verde de Mato Grosso
SDXX,Fazenda Santa Vitória Heliport,-44.750832,-22.509443,heliport,Queluz
SDY2,Fazenda Boa Safra Airport,-49.927691,-18.154188,small_airport,Bom Jesus de Goiás
SDY3,Fazenda Rio Suiá Airport,-52.120310,-12.370912,small_airport,Querência
SDY4,Fazenda Bom Pai Airport,-48.407596,-15.310533,small_airport,Padre Bernardo
SDY5,Iate Clube de Caioba Heliport,-48.579895,-25.846148,heliport,Guaratuba
SDY6,Fazenda Malaska Airport,-48.808249,-6.947180,small_airport,Muricilândia
SDY7,Fazenda Três Irmãos Airport,-58.702036,-10.225279,small_airport,Juruena
SDY8,Fazenda Círculo R Airport,-49.409813,-12.646600,small_airport,Araguaçu
SDY9,Fazenda Centro Oeste Airport,-57.653287,-12.575274,small_airport,Brasnorte
SDYA,Carmo Couri Heliport,-46.685280,-23.596666,heliport,São Paulo
SDYB,Fazenda São José do Barreiro Airport,-48.338362,-23.784526,small_airport,Itapetininga
SDYC,Amarras Heliport,-41.901669,-22.774721,heliport,Armação Dos Búzios
SDYD,Senna Heliport,-44.196410,-23.039900,heliport,Angra Dos Reis
SDYE,Hotal Fazenda Dona Carolina Heliport,-46.701277,-22.941489,heliport,Itatiba
SDYF,Fazenda Irmãos Munaretto Airport,-55.992991,-13.109637,small_airport,Lucas Do Rio Verde
SDYH,José Roberto Magalhães Teixeira Heliport,-47.082779,-22.929167,heliport,Campinas
SDYI,Fazenda Buritiz Airport,-45.402500,-17.917500,small_airport,Buritizeiro
SDYJ,José Martins da Silva Airport,-51.348806,-22.226225,small_airport,Regente Feijó
SDYK,Tower 2000 Heliport,-43.118057,-22.892221,heliport,Niterói
SDYL,Flamingos Heliport,-44.290109,-23.022960,heliport,Angra dos Reis
SDYN,Fazenda Esmeralda Airport,-51.304197,-22.584782,small_airport,Taciba
SDYO,Hospital Santa Marcelina Heliport,-46.461388,-23.554167,heliport,São Paulo
SDYP,Piracaia Heliport,-46.334442,-22.986111,heliport,Piracaia
SDYR,Panco II Heliport,-46.699898,-23.599671,heliport,São Paulo
SDYS,Aeroportobelo Airport,-48.631111,-27.173611,small_airport,Porto Belo
SDYT,Tucuxim Airport,-63.986944,3.763889,small_airport,Amajari
SDYU,Pericó Vinícola Heliport,-49.922501,-28.299062,heliport,São Joaquim
SDYV,Secovi Heliport,-46.648203,-23.603723,heliport,São Paulo
SDYW,Aeroclube de Itapeva Airport,-48.881775,-23.941345,small_airport,Itapeva
SDYX,Campo Maior Airport,-42.260555,-4.854167,small_airport,Campo Maior
SDYZ,Kuka Helipad,-46.601386,-23.569189,heliport,São Paulo
SDZ1,Citropar Heliport,-47.200081,-1.805278,heliport,Capitão Poço
SDZ2,Estância Clarisse Airport,-54.727535,-21.158889,small_airport,Sidrolândia
SDZ3,UQ Pouso Alegre Heliport,-45.923195,-22.273311,heliport,Pouso Alegre
SDZ4,Fazenda Água Boa Airport,-48.219167,-6.160556,small_airport,Ananás
SDZ5,Fazenda Barreira da Paz Airport,-47.217702,-9.081762,small_airport,Lizarda
SDZ7,Fazenda Ecoteca - Mineração São Francisco Airport,-61.387091,-9.189763,small_airport,Colniza
SDZ8,Fazenda Santa Maria Airport,-50.305273,-8.571615,small_airport,Santa Maria das Barreiras
SDZ9,Fazenda Vale dos Sonhos Airstrip,-53.808658,-13.737292,small_airport,Paranatinga
SDZB,ICS - Guarujá Heliport,-46.284443,-23.985556,heliport,Guarujá
SDZC,Uxiu Airstrip,-62.668889,2.708055,small_airport,Mucajaí
SDZD,ABB Sorocaba Heliport,-47.361916,-23.425252,heliport,Sorocaba
SDZF,Fazenda Lamarão Airport,-47.467459,-15.984420,small_airport,Brasília
SDZG,Pedro Teixeira Castelo Airport,-40.297500,-5.933400,small_airport,Tauá
SDZH,Fazenda Santa Helena Airport,-45.493056,-22.890556,small_airport,Pindamonhangaba
SDZJ,Fly Green Heliport,-43.831043,-15.283870,heliport,Jaíba
SDZK,Waphuta Airstrip,-63.709722,2.991667,small_airport,Alto Alegre
SDZL,Fazenda Campo Zélia Airport,-55.689011,-18.610784,small_airport,Corumbá
SDZM,Fazenda São Marcos Airport,-48.818298,-23.922400,small_airport,Itapeva
SDZN,Warogarem Airstrip,-60.219015,4.804871,small_airport,Uiramutã
SDZO,Waromada Airstrip,-60.443718,4.576131,small_airport,Uiramutã
SDZP,Ninho do Pássaro III Helipad.,-49.243225,-26.885369,heliport,Indaial
SDZQ,Zen Tower Helipad,-48.657192,-26.905079,heliport,Itajaí
SDZR,Fazenda Cruzeiro Airport,-48.315911,-21.406152,small_airport,Guariba
SDZU,Fazenda Anhumas Airport,-52.197930,-22.121936,small_airport,Marabá Paulista
SDZX,Fazenda Suri Airport,-53.124617,-14.813348,small_airport,Campinápolis
SDZZ,Sítio São José Airport,-48.544439,-21.798767,small_airport,Nova Europa
SI07,Estancia Brasil Airstrip,-55.599967,-19.761892,small_airport,Aquidauana
SI0M,Inhotim Heliport,-44.214253,-20.126936,heliport,Brumadinho
SI10,Fazenda Marcelo - Agrocuca Heliport,-50.755267,-24.200603,heliport,Ortigueira
SI11,Fazenda Bela Vista Airstrip,-52.278666,-19.321077,small_airport,Cassilândia
SI12,Villa Cora Helipad,-49.114233,-26.509239,heliport,Jaraguá do Sul
SI13,Fazenda Planalto Airstrip,-48.496700,-19.876538,small_airport,Conceição das Alagoas
SI14,Dito Faria Helipad,-48.312086,-10.225856,heliport,Palmas
SI15,Grupo Bifon Airport,-44.739956,-7.252011,small_airport,São Félix de Balsas
SI16,Fazenda Telles Pires Airport,-55.754765,-10.663468,small_airport,Nova Canaã do Norte
SI17,Fazenda São Francisco Airport,-45.578726,-13.998759,small_airport,Jaborandi
SI18,Lagoa do Japonês Heliport,-47.561381,-11.365614,heliport,Pindorama do Tocantins
SI19,Fazenda Entre Rios Airstrip,-56.438156,-9.463290,small_airport,Paranaíta
SI1A,Três Colinas State Hospital Helistop,-47.381037,-20.558998,heliport,Franca
SI1C,Fazenda Verdana,-48.622765,-23.079985,heliport,Itatinga
SI1D,Fortaleza Heliport,-46.748819,-21.580078,heliport,Divinolândia
SI1E,Fazenda Califórnia Airport,-48.928334,-3.138447,small_airport,Moju
SI1G,Haras Espera Feliz Heliport,-42.490614,-22.808114,heliport,Rio Bonito
SI1H,Fazenda Santa Vitória Airport,-50.243790,-18.763325,small_airport,Santa Vitória
SI22,Fazenda Santa Helena Airport,-55.651875,-18.303983,small_airport,Corumbá
SI23,Fazenda Água Fina Airport,-55.492778,-14.504167,small_airport,Rosário Oeste
SI24,Fazenda Cambará Airstrip,-52.978333,-20.138056,small_airport,Água Clara
SI25,Pista Pavarina,-58.539722,-5.980000,small_airport,Maués
SI26,Fazenda Nova Esperança Airport,-50.997537,-9.008245,small_airport,Santana do Araguaia
SI27,SS Airstrip,-54.712653,-18.622638,small_airport,Rio Verde de Mato Grosso
SI28,Masterboi Heliport,-36.166944,-8.847778,heliport,Canhotinho
SI29,Fazenda Vereda Airport,-45.352500,-17.276944,small_airport,Buritizeiro
SI2A,Canduá II Airport,-46.510593,-15.841423,small_airport,Unaí
SI2B,Fazenda Conquista Airport,-42.828333,-5.544444,small_airport,Curralinhos
SI2C,Fazenda Recanto Airport,-54.162823,-17.491189,small_airport,Itiquira
SI2D,Aldeia Yawa Airport,-56.130524,1.353298,small_airport,Oriximiná
SI2F,Fazenda Tarumã Airport,-50.874767,-8.649806,small_airport,Santa Maria das Barreiras
SI2G,Fazenda São João Airport,-49.779444,-9.725556,small_airport,Marianópolis do Tocantins
SI2H,Aldeia Pedra da Onça Airport,-55.659356,1.439680,small_airport,Óbidos
SI2J,Karla Sophya Airport,-57.915587,-21.950907,small_airport,Porto Murtinho
SI2K,Fazenda Bom Jesus Airport,-46.769528,-1.697482,small_airport,Viseu
SI2L,CBF Heliport,-42.977222,-22.449722,heliport,Teresópolis
SI2M,Residencial Fornagieri Heliport,-52.470320,-23.099955,heliport,Paranavaí
SI2N,Dom Bill Airport,-51.720011,-16.025008,small_airport,Montes Claros de Goiás
SI2O,Sítio Biguá Airport,-40.738261,-14.887378,small_airport,Vitória da Conquista
SI2P,Manacá Airport,-51.572188,-15.638079,small_airport,Jussara
SI2Q,Fazenda Vera Cruz do Xingu Airport,-52.639757,-12.992201,small_airport,Canarana
SI2R,Fazenda Baguary Airport,-57.212387,-18.575294,small_airport,Corumbá
SI2S,Fazenda São Jorge Airport,-56.470851,-11.098286,small_airport,Nova Canaã do Norte
SI2T,José Gilberto Pannunzio Airport,-48.390518,-19.155455,small_airport,Uberlândia
SI2U,Gois Construtora Heliport.,-47.961667,-16.068611,heliport,Valparaíso de Goiás
SI2V,Fazenda Casarin Airport,-55.558641,-10.531944,small_airport,Colíder
SI2W,Fazenda Lacy Airstrip.,-60.113056,-15.950278,small_airport,Vila Bela da Santíssima Trindade
SI2X,Fazenda Carandá Airstrip,-56.559725,-20.613978,small_airport,Bodoquena
SI2Y,Aeroáguia Pulverização Airport,-47.956977,-4.731317,small_airport,Açailândia
SI2Z,Fazenda das Aroeiras Airport,-57.299144,-20.103342,small_airport,Corumbá
SI32,Fazenda Macuco Airport,-52.887948,-12.102825,small_airport,Querência
SI33,Fazenda Boa Sorte Airport,-52.323889,-11.266389,small_airport,São Félix do Araguaia
SI34,Aldeia Xuixuimene Airport,-54.650278,0.851175,small_airport,Almeirim
SI36,Fazenda Lageado Airstrip,-53.165278,-21.166667,small_airport,Ribas do Rio Pardo
SI37,Fazenda Letícia Airport,-54.820279,-18.784733,small_airport,Rio Verde de Mato Grosso
SI38,Aldeia Pururé Airstrip,-54.209777,0.583874,small_airport,Almeirim
SI39,Nilo Bicalho Airport,-44.250241,-17.301743,small_airport,Francisco Dumont
SI3A,Fazenda Santa Joana Airports,-52.979625,-20.181194,small_airport,Água Clara
SI3C,Fazenda Itaúba Airstrip,-56.343611,-10.458889,small_airport,Alta Floresta
SI3D,Rica Airport,-58.077222,-6.015833,small_airport,Maués
SI3E,Fazenda Santa Tereza Airport,-56.539167,-21.217778,small_airport,Bonito
SI3F,Fazenda Eldorado Airstrip,-56.286704,-21.297685,small_airport,Bonito
SI3G,Fuad Elias Nejm Heliport,-44.069444,-19.898056,heliport,Contagem
SI3H,Brava Beach Internacional Heliport,-48.633056,-26.951944,heliport,Itajaí
SI3I,Boa Vista Estates Heliport,-47.559822,-23.325964,heliport,Porto Feliz
SI3J,AR Telecom Heliport,-47.024444,-21.513889,heliport,Itajaí
SI3K,Fazenda Brasnorte Airport,-47.146033,-4.282225,small_airport,Itinga do Maranhão
SI3L,Fazenda Nossa Senhora de Fátima Airstrip,-53.391667,-20.088889,small_airport,Ribas do Rio Pardo
SI3N,Fazenda Plataforma Airport,-43.581111,-5.253333,small_airport,Matões
SI3P,TAF Brasil Airstrip,-39.976667,-18.948056,small_airport,Jaguaré
SI3Q,Fazenda Cristo Rei Airstrip,-50.634388,-3.560527,small_airport,Pacajá
SI3R,Fazenda Pinna Airstrip,-46.211667,-12.676389,small_airport,São Desidério
SI3S,Bold Heliport,-49.059319,-26.441162,heliport,Jaraguá do Sul
SI3T,Fazenda Sankofa Airstrip,-53.525556,-19.594722,small_airport,Camapuã
SI3U,Fazenda Curral Velho Airport,-50.748373,-15.424236,small_airport,Matrinchã
SI3V,Fazenda Boa Esperança Airport,-44.438611,-8.343333,small_airport,Uruçuí
SI3W,Fazenda WZ Airport,-55.290917,-23.487472,small_airport,Coronel Sapucaia
SI3X,Fazenda Nova Aliança Airport,-45.628742,-10.796956,small_airport,Formosa do Rio Preto
SI3Y,Fazenda Três Irmãos Airstrip,-55.234444,-29.399722,small_airport,São Francisco de Assis
SI3Z,Fazenda Campo Verde Airstrip,-61.730000,2.495833,small_airport,Mucajaí
SI42,Fazenda Lagoa Formosa Airport,-46.593615,-18.855467,small_airport,Patos de Minas
SI43,Fazenda Amoreira Airstrip,-54.780556,-10.834444,small_airport,Nova Santa Helena
SI44,Fazenda Três Rodas da Barra Airport,-52.499706,-11.384096,small_airport,São Félix do Araguaia
SI46,Fazenda Primavera Airstrip,-47.555832,-20.143639,small_airport,Pedregulho
SI47,Fazenda Byeta Airport,-46.259706,-4.722287,small_airport,Buriticupu
SI48,Fazenda São José Airport,-53.868317,-10.043254,small_airport,Peixoto de Azevedo
SI49,WT Morumbi Helipad,-46.701591,-23.623569,heliport,São Paulo
SI4A,Asor Sul Connect Heliport,-51.171667,-29.218889,heliport,Caxias do Sul
SI4D,Nova Bandeirantes Airport,-57.808016,-9.845779,small_airport,Nova Bandeirantes
SI4F,Solag Aviação Agrícola Airstrip,-58.639444,-11.283333,small_airport,Juína
SI4G,Retiro do Chalé Heliport,-43.985833,-20.205000,heliport,Brumadinho
SI4H,Fazenda Estrela do Norte - Agroterenas Airport,-53.092983,-13.722581,small_airport,Água Boa
SI4I,Fazenda Horizontina Airport,-46.616131,-8.256536,small_airport,Campos Lindos
SI4J,Raul Saboia Helipad,-47.861902,-15.853778,heliport,Brasília
SI4K,Fazenda Mandarim Airport,-48.792022,-1.794319,small_airport,Abaetetuba
SI4L,Haras La Estância Heliport,-46.941389,-22.929722,heliport,Valinhos
SI4M,Fazenda Olinda Airport,-45.874972,-12.565232,small_airport,São Desidério
SI4Q,Cone Sul Aviação Agrícola Airport.,-60.870920,-12.545945,small_airport,Chupinguaia
SI4T,Rio Bonito Heliport,-42.670780,-22.708850,heliport,Rio Bonito
SI4U,Fazenda Bocalon Airport,-47.362160,-16.843984,small_airport,Cristalina
SI4V,Fazenda Jandaia Airstrip,-54.228056,-10.960000,small_airport,Marcelândia
SI4W,Comercial Scardua LTDA Heliport,-40.271815,-20.204152,heliport,Serra
SI4X,Fazenda Calções Airstrip,-41.593850,-15.457928,small_airport,inheira
SI4Y,Fazenda Laudejá Airport,-56.795467,-21.150870,small_airport,Bonito
SI4Z,Toledo Aviação Airport,-53.654900,-24.638918,small_airport,Toledo
SI5A,Fazenda Isa - Agropecuária WVS Airport,-56.196381,-6.659883,small_airport,Itaituba
SI5R,Fazenda Recanto Airstrip,-49.668026,-9.098301,small_airport,Araguacema
SI62,Fazenda Monte Líbano Airport,-53.881941,-14.865671,small_airport,Santo Antônio do Leste
SI63,Curimatá Airport,-44.316395,-10.025434,small_airport,Curimatá
SI64,Fazenda Santa Rita de Cássia Airstrip,-53.223056,-19.369444,small_airport,Paraíso das Águas
SI66,Fazenda Ypiranga Airstrip,-57.199942,-18.104903,small_airport,Corumbá
SI67,Fazenda Galiota Airport,-45.431389,-8.187222,small_airport,Ribeiro Gonçalves
SI68,Gelindo Stefanuto Airport,-57.891791,-13.732170,small_airport,Campo Novo do Parecis
SI69,Santa Clara Heliport,-49.145145,-26.884340,heliport,Blumenau
SI6B,Brandt Heliport,-51.319675,-23.295250,heliport,Cambé
SI6C,Arvoredo Helipad,-44.030065,-19.881618,heliport,Contagem
SI6D,Fortuna Nutrição Animal Airstrip,-55.729167,-10.409722,small_airport,Nova Canaã do Norte
SI6E,Tião Machado Airport,-49.975491,-8.089248,small_airport,Redenção
SI6F,Fazenda Alegria Airstrip,-49.118750,-11.125128,small_airport,Crixás do Tocantins
SI6G,Tivoli Ecoresort Praia do Forte Heliport,-38.013450,-12.578850,heliport,Mata de São João
SI6H,Fazenda Conquista Airstrip,-49.634722,-13.432500,small_airport,Bonópolis
SI6I,Fazenda Santa Isabel Airport,-44.921831,-9.344164,small_airport,Bom Jesus
SI6J,Fazenda Terra Nova Airstrip,-46.060679,-17.874220,small_airport,João Pinheiro
SI6K,ASL - Fazenda São Luiz Airport,-53.851483,-13.166967,small_airport,Gaúcha do Norte
SI6L,Fazenda Gauba Airport,-61.081316,-11.640686,small_airport,Pimenta Bueno
SI6M,Recanto das Araras Airstrip,-46.550556,-10.294167,small_airport,Mateiros
SI6N,Fazenda Borchardt Airport,-56.911765,-11.163762,small_airport,Tabaporã
SI6P,Fazenda Sagrada Família Airport,-47.529722,-3.115556,small_airport,Paragominas
SI6Q,Fazenda Alvorada Airstrip,-51.109167,-18.467778,small_airport,Cachoeira Alta
SI6R,Fazenda Tolimã Airport,-56.622559,-11.034233,small_airport,Tabaporã
SI6S,Jerileve Airstrip,-40.505379,-2.893352,small_airport,Jijoca de Jericoacoara
SI6T,Fazenda Pirapó Airport,-57.192900,-13.844200,small_airport,São José do Rio Claro
SI6U,Aeroguedes Airport,-37.350571,-7.066386,small_airport,Santa Teresinha
SI6V,Aldeia Boca do Marapi Airport,-55.976747,0.611328,small_airport,Oriximiná
SI6W,Bemisa Gold Mine Heliport,-50.465642,-6.863569,heliport,Água Azul do Norte
SI6X,Aché Pernambuco Heliport,-34.996247,-8.275738,heliport,Cabo de Santo Agostinho
SI6Y,Fazenda Por do Sol Heliport,-49.513125,-23.307681,heliport,Sarutaiá
SI6Z,Ipatinga Tower Helipad,-42.564420,-19.494480,heliport,Ipatinga
SI72,Aerosport Maringá Airport,-51.801389,-23.188611,small_airport,Iguaraçu
SI73,Fazenda Chapadinha Airport,-45.025261,-17.654177,small_airport,Várzea da Palma
SI76,Agropecuária Varanda Airport,-57.043889,-22.046111,small_airport,Caracol
SI77,Fazenda Floresta Airport,-58.235404,-16.621395,small_airport,Cáceres
SI78,Santa Maria do Boiaçu Airport,-61.786672,-0.516359,small_airport,Rorainópolis
SI79,Fazendo San Francisco Airstrip,-52.839561,-13.337474,small_airport,Canarana
SI7A,Alvorada do Gurguéia Airport,-43.858564,-8.441991,small_airport,Alvorada do Gurguéia
SI7B,Fazenda Flores Airstrip,-48.212120,-6.569490,small_airport,Piraquê
SI7C,Monte Sião Airstrip,-61.406944,-8.689444,small_airport,Novo Aripuanã
SI7D,Fazenda Primavera Airport,-54.133056,-15.248889,small_airport,Primavera do Leste
SI7F,Fazenda Rio Verde Airport,-57.258375,-14.153958,small_airport,Diamantino
SI7G,Fazenda Nossa Senhora Aparecida Airport,-54.184656,-22.336858,small_airport,Glória de Dourados
SI7H,Sítio Bela Vista Airstrip,-47.232500,-22.543333,small_airport,Limeira
SI7I,ASL - Fazenda Santo Cristo Airport,-54.547790,-12.614590,small_airport,Nova Ubiratã
SI7J,Fazenda Marilândia Airstrip,-56.437222,-22.046944,small_airport,Bela Vista
SI7K,Fazenda Agrocondor I Airport,-57.355872,-9.901643,small_airport,Nova Monte Verde
SI7M,Fazenda Giboia Airport,-46.617741,-16.181386,small_airport,Unaí
SI7N,Fazenda Nova Airport,-53.884436,-14.933899,small_airport,Santo Antônio do Leste
SI7O,Fazenda Três Pinheiros Airport,-56.061389,-12.881111,small_airport,Lucas do Rio Verde
SI7P,Arroz Faccio Airport,-60.362473,3.259257,small_airport,Bonfim
SI7Q,Fazenda Rio Bonito Airport,-55.079722,-13.518333,small_airport,Nova Ubiratã
SI7R,Fazenda San Antônio Airstrip,-57.920433,-14.353427,small_airport,Tangará da Serra
SI7S,Fazenda Pontal Airstrip,-52.894262,-19.680229,small_airport,Água Clara
SI7T,Fazenda Santa Rita Airport,-36.322548,-9.703317,small_airport,Anadia
SI7U,Aldeia Santo Antônio Airport,-55.760278,0.921667,small_airport,Oriximiná
SI7V,Fazenda Três Lagoas Airstrip,-54.978889,-10.219167,small_airport,Peixoto de Azevedo
SI7W,Atacadão Dia à Dia 2 Heliport,-48.407077,-15.525248,heliport,Padre Bernardo
SI7X,Fazenda Vale do Sol II Airstrip,-49.395683,-9.246739,small_airport,Abreulândia
SI7Y,Fermap II Airstrip,-55.668347,-12.544547,small_airport,Sorriso
SI7Z,Fazenda Real Airport,-56.053637,-10.263483,small_airport,Carlinda
SI82,Fazenda Lince Airstrip,-53.236944,-18.964722,small_airport,Paraíso das Águas
SI84,Kiaroa Marine Heliport,-38.970833,-13.958889,heliport,Maraú
SI86,Mina Fábrica Heliport,-43.881389,-22.422778,heliport,Ouro Preto
SI87,Fazenda Roque Heliport,-49.726366,-16.000987,heliport,Itaberaí
SI88,Fazenda Vitória Airstrip,-50.086111,-17.422222,small_airport,Indiara
SI89,Aldeia Kuxaré Airstrip,-56.068333,-1.703611,small_airport,Oriximiná
SI8A,Fazenda Paiaguás Airstrip,-55.478858,-20.099065,small_airport,Aquidauana
SI8C,Grupo Pivot Airport,-45.811631,-14.315991,small_airport,Jaborandi
SI8D,Santa Casa Heliport,-46.983187,-20.927235,heliport,São Sebastião do Paraíso
SI8E,Fazenda Lapa do Lobo Airstrip,-51.018611,-19.501667,small_airport,Paranaíba
SI8G,Fazenda Centro da Mata Airport,-55.054722,-13.075833,small_airport,Nova Ubiratã
SI8H,Fazenda Modelo Airport,-54.661667,-10.690000,small_airport,Marcelândia
SI8I,Fazenda Estrelinha Airport,-52.514473,-13.117184,small_airport,Canarana
SI8K,Fazenda Boi Verde Heliport,-43.913333,-19.328889,heliport,Baldim
SI8M,Hospital de Amor Airport,-37.632292,-10.900962,small_airport,Lagarto
SI8N,Fazenda Água Boa Airstrip,-50.291389,-19.271667,small_airport,União de Minas
SI8O,Ilha Comprida Heliport,-44.241786,-23.084019,heliport,Angra dos Reis
SI8P,Fazena Espírito Santo I Airport,-45.490278,-10.633889,small_airport,Formosa do Rio Preto
SI8Q,Freire Airport,-46.138744,-11.536012,small_airport,Formosa do Rio Preto
SI8R,Fazenda Uirapuru,-46.049491,-10.930164,small_airport,Formosa do Rio Preto/
SI8S,Comando G8 Helipad,-46.639722,-23.472906,heliport,São Paulo
SI8T,Condomínio Aeronáutico Fênix Airport,-53.522500,-28.243611,small_airport,Panambi
SI8U,Fazenda São José Bajuca Airport,-56.475822,-18.642790,small_airport,Corumbá
SI8V,Fazenda Manu Airport,-65.715000,-9.403889,small_airport,Lábrea
SI8W,Barra Grande Airport,-41.396292,-3.041369,small_airport,Cajueiro da Praia
SI8X,Fazenda Vale da Pecuária Airport,-46.834564,-12.617159,small_airport,Arraias
SI8Y,Fazenda Ceolim Airstrip,-56.594236,-15.545631,small_airport,
SI8Z,Dr Ivanor Alba Airport,-55.213857,-7.712916,small_airport,Novo Progresso
SI92,Fazenda Atual Airport,-51.978638,-10.965618,small_airport,Porto Alegre do Norte
SI93,El Salvador Airport,-39.904232,-17.874599,small_airport,Nova Viçosa
SI94,Fazenda Vitória Airport,-53.601028,-9.784491,small_airport,Peixoto de Azevedo
SI96,Fazenda Nossa Senhora do Rosário de Fátima Airport,-56.442500,-12.258056,small_airport,Itanhangá
SI97,Santa Filomena Airport,-45.886406,-9.136451,small_airport,Santa Filomena
SI98,Porto Preguiças Resort Heliport,-42.837500,-2.738889,heliport,Barreirinhas
SI9A,Fazenda Santa Rita de Cássia Airstrip,-53.040000,-17.758889,small_airport,Mineiros
SI9C,Fazenda Eldorado do Rio Negro Airstrip,-55.845000,-19.648889,small_airport,Aquidauana
SI9D,PRF Rio de Janeiro Heliport,-43.326140,-22.819109,heliport,Rio de Janeiro
SI9E,Fazenda Marília Airstrip,-57.986018,-10.746344,small_airport,Juara
SI9F,Fazenda 3J Airstrip,-58.292690,-10.430142,small_airport,Nova Bandeirantes
SI9G,Chácara Itapoty Airstrip,-55.229722,-23.076944,small_airport,Amambai
SI9H,Proeng Air Helipad,-48.952810,-16.331440,heliport,Anápolis
SI9I,Miraguaia Campo de Aviação Airport,-50.675740,-29.843613,small_airport,Santo Antônio da Patrulha
SI9J,Sena Airstrip,-41.492778,-16.313333,small_airport,Medina
SI9K,Fazenda Maria Luiza Airport,-52.732788,-14.821743,small_airport,Novo São Joaquim
SI9L,Fazenda Serra Dourada Airport,-45.708229,-2.867059,small_airport,Nova Olinda do Maranhão
SI9M,Fazenda São Mateus Airstrip,-45.712289,-16.993302,small_airport,Brasilândia de Minas
SI9N,Fazenda Santa Sofia Airstrip,-56.331944,-19.659444,small_airport,Aquidauana
SI9O,Fazenda Santa Maria VIII Airstrip,-50.594008,-21.029639,small_airport,Araçatuba
SI9P,Muranno Heliport,-49.040750,-16.314750,heliport,Anápolis
SI9Q,Fazenda Catarinense Airport,-46.013271,-13.282943,small_airport,São Desidério
SI9R,Fama Airport,-42.110845,-17.401499,small_airport,Novo Cruzeiro
SI9S,Fazenda Bom Futuro Airport,-62.896667,-10.652500,small_airport,Governador Jorge Teixeira
SI9T,Fazenda Recanto do Céu Airport,-55.300000,-13.263333,small_airport,Nova Ubiratã
SI9U,Fazenda Shalon Airstrip,-53.723333,-1.145278,small_airport,Prainha
SI9V,Peça Rara Agropecuária I Airstrip,-61.989122,-11.871620,small_airport,Alta Floresta d'Oeste
SI9W,Fazenda Rio Ferro Airstrip,-54.809994,-12.660075,small_airport,Nova Ubiratã
SI9X,Fazenda Rio Branco Airport,-56.154309,-11.933590,small_airport,Ipiranga do Norte
SI9Y,Fazenda Santana Airport,-56.556598,-18.066521,small_airport,Corumbá
SI9Z,Fazenda Bandeirantes Airport,-52.982906,-24.203882,small_airport,Goioerê
SIA2,July Quartzo Heliport,-38.740833,-12.388889,heliport,Amélia Rodrigues
SIA4,Santo Amaro Grand House Helipad,-43.247541,-2.509680,heliport,Santo Amaro do Maranhão
SIA6,Fazenda Baraúna Airstrip,-43.188097,-4.862086,small_airport,Caxias
SIA7,Fazenda Porto Velho Airport,-61.382939,3.975674,small_airport,Amajari
SIA9,Fazenda Rancho do Couro Airport,-59.263089,-15.591275,small_airport,Pontes e Lacerda
SIAD,Estância Regina Airport,-57.353032,-21.010744,small_airport,Porto Murtinho
SIAE,BASF Guaratinguetá Heliport,-45.170825,-22.786123,heliport,Guaratinguetá
SIAF,Fazenda São José Airport,-58.885555,-13.741112,small_airport,Sapezal
SIAK,Volkswagen Heliport,-46.549850,-23.729557,heliport,São Bernardo do Campo
SIAM,Fazenda Palmital Airport,-48.286419,-20.697327,small_airport,Morro Agudo
SIAN,Santa Casa de Misericórdia de Porto Alegre Helipad,-51.220483,-30.030145,heliport,Porto Alegre
SIAP,Roso Airport,-54.089186,-31.734420,small_airport,Aceguá
SIAQ,Bom Futuro Airport,-56.098333,-15.506389,small_airport,Cuiabá
SIAV,Helicentro Helipark,-46.830227,-23.564818,heliport,Carapicuiba
SIAW,Sítio Gurupi Airport,-47.516389,-3.739167,small_airport,Ulianópolis
SIB3,Fazenda Tapera Airstrip,-56.828096,-20.304436,small_airport,Miranda
SIB4,ASL - Fazenda São Francisco Airport,-54.487507,-13.345067,small_airport,Paranatinga
SIB6,Fazenda Terra Unida,-46.127410,-9.266427,small_airport,Alto Parnaíba
SIB7,Estancia Campo Verde Airport,-52.884557,-24.467597,small_airport,Ubiratã
SIB8,Fazenda Santa Fé Airport,-52.274173,-10.204176,small_airport,Santa Cruz do Xingu
