icao,name,lon,lat,type,municipality
SIB9,Jusarah Agro Aérea Airport,-60.802560,-13.156326,small_airport,Cerejeiras
SIBB,Edifício Comendador Alberto Bonfiglioli Helipad,-46.652147,-23.564447,heliport,São Paulo
SIBC,Vila de Tocos Airport,-41.294775,-21.878126,small_airport,Campos dos Goytacazes
SIBE,Marina Park Heliport,-38.531810,-3.719069,heliport,Fortaleza
SIBG,Banco Induscred Helipad,-46.655810,-23.564443,heliport,São Paulo
SIBH,Helicidade Helipad,-46.737117,-23.546808,heliport,São Paulo
SIBI,GF Taxi Aéreo Heliport,-46.289102,-24.002906,heliport,Guarujá
SIBL,Clínica Porto Dias Heliport,-48.458613,-1.437548,heliport,Belém
SIBM,Hanger ABC Heliport,-46.580575,-23.617060,heliport,São Caetano do Sul
SIBO,Sítio São Luiz Airport,-52.794753,-24.261562,small_airport,Boa Esperança
SIBS,Terminal Petrobras - São Sebastião Heliport,-45.400049,-23.798586,heliport,São Sebastião
SIBT,Transportadora Americana II Heliport,-47.286208,-22.732279,heliport,Americana
SIBU,Jerônimo Sérgio Rosado Maia Airport,-37.756199,-6.362530,small_airport,Catolé do Rocha
SIBV,Fazenda Bela Vista Airport,-54.489515,-21.450333,small_airport,Nova Alvorada do Sul
SIBW,Conceição Airport,-38.496498,-7.558230,small_airport,Conceição
SIBX,WEM Agropecuária Airport,-50.243780,-21.091756,small_airport,Buritama
SIBY,Lourival Nunes de Farias Airport,-37.139999,-7.878240,small_airport,Monteiro
SIBZ,Itaporanga Airport,-38.112701,-7.311660,small_airport,Itaporanga
SIC1,Ciceri Heliport,-52.008618,-23.368855,heliport,Maringá
SIC2,Avalon Heliport,-48.658611,-26.811817,heliport,Penha
SIC3,C&A - Fazenda Chapadão do Verde Airport,-55.885036,-12.598703,small_airport,Sorriso
SIC4,Amarillo Mara Rosa Heliport,-49.178056,-13.980278,heliport,Mara Rosa
SIC6,PortoFino Heliport,-47.376911,-23.641736,heliport,Piedade
SIC7,Suzano - Projeto Cerrado Heliport,-53.666286,-20.475111,heliport,Ribas do Rio Pardo
SIC8,Pedreira Central Heliport,-43.082422,-21.234239,heliport,Piraúba
SIC9,Cipriani Heliport,-49.094476,-26.914833,heliport,Blumenau
SICC,Fazenda Campo Alto Heliport,-47.284389,-22.388897,heliport,Araras
SICD,Mima 2 Heliport,-41.446268,-21.578516,heliport,Cardoso Moreira
SICG,Rede TV Helipad,-46.762957,-23.520831,heliport,Osasco
SICJ,Gaivota Aviação Agrícola Airport,-58.778328,-13.462628,small_airport,Sapezal
SICK,Dr. Jucelino José Ribeiro Airport,-42.529430,-17.680607,small_airport,Capelinha
SICL,Praia da Piraquara Heliport,-44.438835,-22.985219,heliport,Angra dos Reis
SICM,Fazenda Nossa Senhora de Fátima Airport,-52.111745,-21.539444,small_airport,Brasilândia
SICN,Fazenda Vista Bonita Airport,-51.816696,-22.506518,small_airport,Sandovalina
SICO,Aviação Estrela Bôscoli Airport,-56.049893,-13.325756,small_airport,Lucas Do Rio Verde
SICP,Associação Aeroclube de Faxinal Airport,-51.327891,-23.972223,small_airport,Faxinal
SICQ,Fazenda Luar Airport,-55.690899,-15.554542,small_airport,Cuiabá
SICS,Base Resgate Heliport,-47.906113,-15.775001,heliport,Brasília
SICT,Elektro Heliport,-47.106392,-22.996694,heliport,Campinas
SICV,Porto Marina Asturias Heliport,-46.293569,-24.000583,heliport,Guarujá
SICW,Fazenda Santa Fé Airport,-47.825008,-17.453632,small_airport,Campo Alegre de Goiás
SICX,Edifício Salvador Trade Center Heliport,-38.453608,-12.983928,heliport,Salvador
SICY,Fazenda do Cedro Airport,-53.196388,-28.108334,small_airport,Chapada
SICZ,Edifício Comercial Lorena Helipad,-46.655443,-23.573334,heliport,São Paulo
SID2,Caju Heliport,-49.228267,-26.838989,heliport,Timbó
SID3,Fazenda Produtiva Airport,-51.190147,-11.992130,small_airport,São Félix do Araguaia
SID4,Fazenda Boa Esperança Airstrip,-61.462678,2.650533,small_airport,Mucajaí
SID6,Fazenda Sarandi Airstrip,-56.578083,-12.750189,small_airport,Tapurah
SID7,Fazenda Fronteira Airport,-50.152229,-14.222938,small_airport,Crixás
SID8,Clube de Voo de Ângulo Airport,-51.867778,-23.153056,small_airport,Ângulo
SID9,Fazenda Sombra da Terra Airport,-55.819036,-13.066050,small_airport,Sorriso
SIDA,Edifício Dakota Helipad,-46.683674,-23.594393,heliport,São Paulo
SIDB,Doutor Almir Lopes de Oliveira Melo Airport,-42.999634,-4.271026,small_airport,Coelho Neto
SIDE,Federal Police Helipad,-46.704370,-23.511391,heliport,São Paulo
SIDI,Fazenda Cachoeira Heliport,-43.630353,-19.829464,heliport,Caeté
SIDJ,Fazenda Arpa Airport,-50.513596,-8.948639,small_airport,Santa Maria das Barreiras
SIDL,Deus é Amor Helipad,-46.624893,-23.555766,heliport,São Paulo
SIDM,Fazenda Cibrapa Airport,-52.099529,-15.036799,small_airport,Barra Do Garças
SIDQ,Das Quaresmas Heliport,-44.291110,-23.016471,heliport,Angra dos Reis
SIDR,Retiro Piúva Airport,-56.703293,-19.837257,small_airport,Miranda
SIDT,Edise Heliport,-43.179365,-22.909493,heliport,Rio De Janeiro
SIDV,Rancho Cajuru Heliport,-44.770421,-20.253310,heliport,Cláudio
SIDW,Fazenda Cortezia Airport,-56.087606,-13.004636,small_airport,Lucas do Rio Verde
SIDX,Polícia Federal - Florianópolis Heliport,-48.531638,-27.572937,heliport,Florianópolis
SIDY,Fazenda Yanduy Airport,-51.819447,-24.077710,small_airport,Lunardelli
SIE2,Fazenda Marape Airport,-56.176833,-13.164972,small_airport,Lucas do Rio Verde
SIE3,Taiga Agropecuária Airport,-59.120047,-9.060556,small_airport,Colniza
SIE6,Fazenda São Francisco da Nhecolândia Airport,-56.905176,-18.793827,small_airport,Corumbá
SIE7,Animalia Park Heliport,-46.969446,-23.621772,heliport,Cotia
SIE8,Fazenda Planalto Airport,-56.684725,-7.896550,small_airport,Itaituba
SIE9,Lindner TS Heliport,-51.601914,-27.150112,heliport,Joaçaba
SIEA,Fazenda Ibiporã Airport,-50.798560,-21.466359,small_airport,Guararapes
SIED,Colonial Airport,-43.402595,-15.450541,small_airport,Verdelândia
SIEF,Fazenda São José Airport,-54.716721,-20.572287,small_airport,Campo Grande
SIEH,Lazzuli Heliport,-34.871188,-8.033757,heliport,Olinda
SIEJ,Monte Verde Airport,-57.485956,-9.942937,small_airport,Nova Monte Verde
SIEL,Fazenda Várzea Funda Airport,-57.727698,-16.589899,small_airport,Cáceres
SIEP,Riachuelo - Matriz Helipadt,-46.646276,-23.501068,heliport,São Paulo
SIEQ,Fazenda Táua Airport,-56.573196,-13.306521,small_airport,Nova Mutum
SIER,Cosan Heliport,-47.686898,-22.632926,heliport,Piracicaba
SIES,Ciclade Heliport,-45.633259,-23.768939,heliport,São Sebastião
SIEU,Diamante Heliport,-48.693080,-22.373442,heliport,Jaú
SIEV,Fazenda Boca da Onça Airport,-56.706834,-20.767219,small_airport,Bodoquena
SIEW,Areia Branca Airstrip,-61.050532,-7.988060,small_airport,Novo Aripuanã
SIEX,Fazenda São Joaquim I Airport,-50.431983,-19.010015,small_airport,Santa Vitória
SIEY,Palácio das Mangabeiras Heliport,-43.912665,-19.953755,heliport,Belo Horizonte
SIF2,Fazenda Porto d'Oeste Airport,-60.190672,-14.340083,small_airport,Vila Bela da Santíssima Trindade
SIF3,Fazenda Tremendal Airport,-58.292987,-16.456095,small_airport,Cáceres
SIF4,Grand Brasil Helipad,-46.856227,-23.503298,heliport,Barueri
SIF6,Agro Mascarello Airport,-63.661944,-12.073611,small_airport,São Francisco do Guaporé
SIF7,Fazenda Alvorada Airport,-58.804441,-15.625877,small_airport,Porto Esperidião
SIF8,Fazenda Maré Mansa,-44.728611,-12.607222,small_airport,São Desidério
SIF9,Fazenda Rios Airport,-48.487526,-8.352933,small_airport,Brasilândia do Tocantins
SIFA,Fazenda Sete Airport,-56.476336,-19.791055,small_airport,Aquidauana
SIFB,Sítio Canhanheiro Heliport,-44.685366,-23.223580,heliport,Parati
SIFG,Life Center Helipad,-43.924442,-19.935278,heliport,Belo Horizonte
SIFI,Amazonas Business Hotel Heliport,-60.020880,-3.093079,heliport,Manaus
SIFK,Hospital Santa Tereza Helipad,-43.193822,-22.508082,heliport,Petrópolis
SIFP,EPCCO Heliport,-47.850641,-24.524704,heliport,Registro
SIFQ,Condomínio Menega Airport,-51.143836,-29.044699,small_airport,Flores Da Cunha
SIFT,Fazenda Travessão Airport,-60.120170,-16.144278,small_airport,Vila Bela Da Santíssima Trindade
SIFU,Fazenda Ribeirão Airport,-43.774735,-22.415472,small_airport,Barra Do Piraí
SIFV,Primo Bitti Airport,-40.102168,-19.825829,small_airport,Aracruz
SIFW,Fazenda São Lourenço Airport,-56.996706,-17.719113,small_airport,Corumbá
SIFY,Fazenda Yndiana Airport,-57.496389,-21.777778,small_airport,Porto Murtinho
SIFZ,Hungria 1100 Heliport,-46.694350,-23.577813,heliport,São Paulo
SIG2,Pandorga Airport,-45.679296,-23.013259,small_airport,Taubaté
SIG3,Rancho Veneza Airport,-40.761100,-14.835700,small_airport,Vitória da Conquista
SIG4,Fazenda Rainha do Curuá Airport,-54.897358,-6.487057,small_airport,Altamira
SIG6,Fazenda Vale da Serra Airport,-61.441247,2.593325,small_airport,Mucajaí
SIG7,Fazenda Alvorada Airport,-49.108272,-8.564425,small_airport,Couto Magalhães
SIG8,Fazenda Portugal Airport,-45.556082,-8.304505,small_airport,Ribeiro Gonçalves
SIG9,Fazenda Quatro Irmãos Airstrip,-50.973333,-4.321667,small_airport,Novo Repartimento
SIGB,Morma II Heliport,-48.625692,-28.042989,heliport,Garopaba
SIGC,Porto Cubatão Heliport,-47.945434,-24.975702,heliport,Cananéia
SIGE,Lagoa do Cavalo Heliport,-35.638233,-8.172905,heliport,Gravatá
SIGI,Gabinete Militar Heliport,-49.255995,-16.681998,heliport,Goiânia
SIGJ,Hospital Central da Aeronáutica Helipad,-43.211594,-22.920117,heliport,Rio de Janeiro
SIGK,CD Guarulhos Helipad,-46.444563,-23.446839,heliport,Guarulhos
SIGN,Asa Delta Airport,-53.233612,-15.571389,small_airport,General Carneiro
SIGO,Fazenda Araguari Airport,-53.957779,-13.336665,small_airport,Gaúcha do Norte
SIGP,Rio - Bravo Helipad,-43.181956,-22.909286,heliport,Rio de Janeiro
SIGQ,Aeroclube CSN - Companhia Siderúrgica Nacional Heliport,-44.081687,-22.499642,heliport,Volta Redonda
SIGS,Fazenda Granja Santiago Airport,-46.660000,-17.162222,small_airport,Paracatu
SIGT,Fazenda Goiabeira Airport,-49.179169,-23.989445,small_airport,Itaberá
SIGU,Fazenda San Jose I Airport,-53.827834,-19.815147,small_airport,Ribas do Rio Pardo
SIGV,Rede Record Helipad,-46.662530,-23.523759,heliport,São Paulo
SIGX,Fazenda Gairova Airport,-58.235682,-11.198073,small_airport,Juara
SIGY,Fazenda Progresso Airport,-44.198505,-7.502616,small_airport,Sebastião Leal
SIGZ,Represa Helipad,-46.698911,-23.617111,heliport,São Paulo
SIH2,Fazenda Porteira Airport,-48.673114,-12.282074,small_airport,Peixe
SIH3,Fazenda Santa Clara Airport,-51.122950,-14.211406,small_airport,Cocalinho
SIH4,Voigtland Heliport,-49.054189,-26.477711,heliport,Jaraguá do Sul
SIH6,Fazenda Ponta Negra Airstrip,-50.335000,0.578889,small_airport,Chaves
SIH7,Rota dos Bandeirantes Regional Hospital Helipad,-46.874047,-23.539349,heliport,Barueri
SIH8,Fundação Rio Verde Show Safra Airport,-55.964510,-13.004973,small_airport,Lucas do Rio Verde
SIH9,Gratt Heliport,-51.606383,-27.369475,heliport,Capinzal
SIHB,Fazenda Soberana Airport,-46.062500,-5.455833,small_airport,Grajaú
SIHC,Cel PM Cícero Dantas dos Santos Heliport,-40.312475,-20.293511,heliport,Vitória
SIHD,Divena Helipad,-46.622382,-23.598422,heliport,São Paulo
SIHI,Fazenda Itaipavas Airport,-48.995762,-6.620254,small_airport,Piçarras
SIHJ,Sítio Flyer Airport,-48.326389,-10.108056,small_airport,Palmas
SIHK,Hospital Santa Catarina Heliport,-46.645632,-23.569052,heliport,São Paulo
SIHL,Rio Centro Heliport,-43.409434,-22.979780,heliport,Rio De Janeiro
SIHM,Dragão do Ar Heliport,-38.434242,-3.810950,heliport,Fortaleza
SIHO,Kia Helipad,-47.290939,-23.284104,heliport,Itu
SIHQ,Águas Claras Official Residence Heliport I,-48.028860,-15.829291,heliport,Brasília
SIHS,Edifício Faria Lima Premium Heliport,-46.592220,-23.773056,heliport,São Paulo
SIHT,Tanguá Heliport,-44.353148,-23.002130,heliport,Angra Dos Reis
SIHW,Agrishow Airport,-47.865781,-21.211237,small_airport,Ribeirão Preto
SIHX,Hospital da Bahia Heliport,-38.450872,-12.987727,heliport,Salvador
SIHZ,Nannai Resort e Spa Heliport,-34.981370,-8.431876,heliport,Ipojuca
SII2,Fazenda Dona Augusta Airport,-48.289400,-0.980147,small_airport,Colares
SII3,Fazenda São Sebastião Airstrip,-50.283450,-14.074208,small_airport,Nova Crixás
SII4,Fazenda Boqueirão Airport,-46.282036,-17.240872,small_airport,João Pinheiro
SII6,Fazenda Nossa Senhora de Nazaré Airstrip,-50.629858,-15.110392,small_airport,Araguapaz
SII7,Socó Beach Residence Helipad,-41.334283,-2.929736,heliport,Cajueiro da Praia
SII8,Fazenda Horizontina Leste Airport,-45.751614,-7.874319,small_airport,Tasso Fragoso
SII9,Fazenda São Francisco Airstrip,-54.638508,-14.017783,small_airport,Paranatinga
SIIA,Fazenda Paraná Airport,-58.218056,-11.700000,small_airport,Brasnorte
SIIB,Suiço Heliport,-46.606388,-23.379999,heliport,Mairiporã
SIIC,Caragoatá Heliport,-44.595978,-23.243658,heliport,Parati
SIID,Crepurizão Airport,-56.841396,-6.819947,small_airport,Itaituba
SIIE,Fazenda Cachoeira Branca Airport,-53.406103,-20.891107,small_airport,Ribas Do Rio Pardo
SIIG,Eliza Camargo de Arruda Botelho Airport,-51.101661,-22.359959,small_airport,Rancharia
SIIH,Torre 2000 Heliport,-46.686423,-23.566623,heliport,São Paulo
SIII,Doutor Heráclito da Motta Luiz Airport,-48.225367,-20.433126,small_airport,Guaíra
SIIJ,São Geraldo Airport,-56.568099,-21.260487,small_airport,Bonito
SIIK,Fazenda Santa Lídia Airport,-53.687986,-20.721889,small_airport,Ribas Do Rio Pardo
SIIM,Fazenda Giruá Airport,-54.851448,-18.803423,small_airport,Rio Verde Do Mato Grosso
SIIN,Independência Airport,-56.699019,-7.594391,small_airport,Itaituba
SIIO,Itaorna Heliport,-44.465758,-23.005142,heliport,Angra Dos Reis
SIIP,Quinta da Baroneza I Heliport,-46.703888,-22.977222,heliport,Bragança Paulista
SIIR,Brascam Century Plaza Heliport,-46.675576,-23.583998,heliport,São Paulo
SIIS,Fazenda Uberaba Airport,-53.833611,-23.655000,small_airport,Alto Paraíso
SIIT,Fazenda Cachoeira Airport,-55.572227,-20.759998,small_airport,Anastácio
SIIU,Santa Marta Airport,-48.712231,-19.642052,small_airport,Campo Florido
SIIV,Kekafly II Heliport,-48.915188,-27.089266,heliport,Brusque
SIIW,TECNET 2 Helipad,-46.869999,-23.454078,heliport,Santana Do Parnaíba
SIIY,Brasil XXI Heliport,-47.893910,-15.792832,heliport,Brasília
SIIZ,Fazenda Chalana Airport,-57.158732,-14.165164,small_airport,Diamantino
SIJ2,Fazenda Capão Grande Airport,-47.616111,-16.566667,small_airport,Cristalina
SIJ3,Fazenda Primavera Airport,-50.647305,-20.824649,small_airport,Santo Antônio do Aracanguá
SIJ6,Fazenda Nossa Senhora Aparecida Airport,-52.719378,-10.308020,small_airport,Santa Cruz do Xingu
SIJ7,Fazenda Esperança Airport,-52.243608,-10.337353,small_airport,São José do Xingu
SIJ8,Fazenda Pouso Alegre Airport,-50.936358,2.189406,small_airport,Calçoene
SIJ9,CEL Energia Heliport,-49.157778,-16.577636,heliport,Goiânia
SIJC,Hotel Campos do Jordão Heliport,-45.577753,-22.717752,heliport,Campos do Jordão
SIJD,João Dias Helipad,-46.717826,-23.643649,heliport,São Paulo
SIJE,Fazenda Joana Estãncia Airport,-57.389231,-20.013385,small_airport,Corumbá
SIJF,Edifício Faria Lima Financial Center Heliport,-46.683376,-23.585960,heliport,São Paulo
SIJG,Fazenda Jaguaretê Airport,-50.725465,-21.443322,small_airport,Guararapes
SIJI,Petrobrás - São José dos Campos Heliport,-45.817183,-23.182371,heliport,São José Dos Campos
SIJK,Vazante Airport,-46.861668,-17.955000,small_airport,Vazante
SIJM,Fazenda Santa Maria do Porto da Capivara Airport,-56.597778,-17.144444,small_airport,Barão de Melgaço
SIJN,Pouso na Serra Airport,-49.578333,-27.863333,small_airport,Bom Retiro
SIJO,Fazenda São João do Jatobazinho Airport,-57.511111,-18.577222,small_airport,Corumbá
SIJP,Bolsa-RJ Heliport,-43.174295,-22.902269,heliport,Rio De Janeiro
SIJQ,Ryhad Palace Hotel Helipad,-49.396983,-25.582584,heliport,Araucária
SIJR,Ely Rego Airport,-49.602360,-25.539024,small_airport,Balsa Nova
SIJS,Fazenda Tonga Airport,-47.528613,-3.454720,small_airport,Paragominas
SIJT,Mina 3 Heliport,-41.303068,-21.750123,heliport,Campos Dos Goytacazes
SIJU,Fazenda Areia Branca Airport,-58.456117,-11.790368,small_airport,Juína
SIJW,Hospital e Maternidade Santa Marina Heliport,-46.653291,-23.657411,heliport,São Paulo
SIJX,Internacional Plaza Heliport,-46.681600,-23.591255,heliport,São Paulo
SIJY,Campo Comandantes Airport,-48.816387,-26.983055,small_airport,Itajaí
SIJZ,Fazenda Vera Paz Airport,-56.764721,-7.394722,small_airport,Itaituba
SIK2,Fazenda Santa Maria Airstrip,-52.469769,-0.791275,small_airport,Laranjal do Jari
SIK3,IGESP Praia Grande Helipad,-46.431087,-24.007144,heliport,Praia Grande
SIK4,Fazenda Bomfim Airport,-43.178889,-3.366389,small_airport,Urbano Santos
SIK6,Sonho de Infância Airport,-60.942222,-13.262222,small_airport,Cerejeiras
SIK7,Estância Bela Vista Airport,-53.672578,-31.231067,small_airport,Bagé
SIK8,Fazenda Tamakavy Airport,-52.136389,-11.872655,small_airport,Alto Boa Vista
SIK9,Fazenda Pranchada Airport,-57.483596,-21.223405,small_airport,Porto Murtinho
SIKA,Fazenda Alegria II Airport,-54.558055,-23.110556,small_airport,Amambai
SIKB,Kekafly I Heliport,-48.925400,-27.082900,heliport,Brusque
SIKC,Colider Airport,-55.462283,-10.760403,small_airport,Colider
SIKD,SODEPA Heliport,-46.704490,-23.573529,heliport,São Paulo
SIKE,Wobben Windpower Heliport,-38.848136,-3.620365,heliport,Caucaia
SIKF,Plaza Iguatemi Heliport,-46.686659,-23.576687,heliport,São Paulo
SIKH,Hotel Vitória Heliport,-47.183039,-23.085377,heliport,Indaiatuba
SIKI,Txai Resort Itacaré Heliport,-39.011089,-14.377818,heliport,Itacaré
SIKK,Calciolândia Airport,-45.645000,-20.250557,small_airport,Arcos
SIKL,Flamboyant Heliport,-49.238711,-16.709683,heliport,Goiânia
SIKM,Fazenda Viamão Airport,-46.001667,-5.289167,small_airport,Arame
SIKN,Fazenda Bonanza Airport,-45.915558,-5.157222,small_airport,Arame
SIKP,Fazenda Santa Teresa Airport,-57.506944,-18.303611,small_airport,Corumbá
SIKQ,Fazenda Samaúma Airport,-57.103969,-7.237056,small_airport,Jacareacanga
SIKR,Fazenda Barra Mansa Airstrip,-56.085522,-19.581399,small_airport,Aquidauana
SIKS,Fazenda Mata Porcos Heliport,-43.106716,-22.442931,heliport,Petrópolis
SIKT,Joaquim Floriano Heliport,-46.670984,-23.583339,heliport,São Paulo
SIKV,Aldeia do Vale Heliport,-49.191901,-16.608188,heliport,Goiânia
SIKW,Luciano Peixoto Heliport,-48.925488,-15.930618,heliport,Pirenópolis
SIKX,Fazenda Continental Airport,-48.651109,-20.236006,small_airport,Colômbia
SIKZ,Fazenda Olho D`Água Airport,-43.536072,-5.663818,small_airport,Parnarama
SIL1,Fazenda Lageado Airstrip,-48.673488,-19.150296,small_airport,Uberlândia
SIL2,Fazenda Cruzero I Airport,-55.133358,-10.756728,small_airport,Nova Santa Helena
SIL3,Fazenda Jacarandá Airport,-51.870067,-15.662710,small_airport,Araguaiana
SIL4,Fazenda Nova Chapada Airport,-55.474237,-15.504834,small_airport,Chapada dos Guimarães
SIL6,Fazenda Cruzeiro II Airport,-55.208994,-10.339053,small_airport,Nova Guarita
SIL7,Helipark Pará,-49.076452,-5.382830,heliport,Marabá
SIL8,PESA III Airport,-52.293139,-10.497811,small_airport,São José do Xingu
SIL9,Fazenda São Francisco Airstrip,-43.751169,-16.244017,small_airport,Capitão Enéas
SILA,Fazenda Santa Ada Airport,-53.839960,-22.756475,small_airport,Jateí
SILC,Municipal Bom Futuro Airport,-55.950250,-13.037861,small_airport,Lucas do Rio Verde
SILE,Usina Trapiche Heliport,-35.128056,-8.579444,heliport,Sirinhaém
SILF,New Century Heliport,-46.680372,-23.587857,heliport,São Paulo
SILG,Fazenda Panamá Airport,-58.747817,-13.762288,small_airport,Sapezal
SILH,Parque Dom Pedro Heliport,-47.066589,-22.836232,heliport,Campinas
SILJ,Do Gaúcho Airport,-52.504075,-0.831374,small_airport,Laranjal Do Jari
SILK,O Estado de São Paulo Heliport,-46.671719,-23.512751,heliport,São Paulo
